pff_PLAYID,pff_GAMEID,pff_GAMEDATE,pff_GAMESEASON,pff_WEEK,pff_GSISGAMEKEY,pff_GSISPLAYID,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_BLITZDOG,pff_CATCHABLE,pff_DEEPPASS,pff_DEFSCORE,pff_DRAW,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSSNET,pff_GARBAGETIME,pff_GETOFFTIME,pff_KICKYARDS,pff_NOHUDDLE,pff_NOPLAY,pff_OFFFORMATIONUNBALANCED,pff_OFFSCORE,pff_OPTION,pff_PENALTYYARDS,pff_PLAYACTION,pff_PREVIOUSPFFPLAYID,pff_RETURNYARDS,pff_SCORE,pff_SCREEN,pff_SNAPTIME,pff_SORTORDER,pff_STUNT,pff_TIMETOPRESSURE,pff_TIMETOTHROW,pff_TRICKLOOK,pff_TRICKPLAY,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_2MINUTE,pff_BALLCARRIER,pff_BOXPLAYERS,pff_BUNCHED,pff_CENTERPASSBLOCKDIRECTION,pff_CHECKROUTE,pff_CHIPROUTE,pff_DBDEPTH,pff_DEFFRONT,pff_DEFPERSONNEL,pff_DEFPLAYERS,pff_DEFPLAYERSRATINGS,pff_DEFSUBSTITUTIONS,pff_DEFSUCCESS,pff_DEFTEAM,pff_DISTANCE,pff_DLDROP,pff_DLTECHNIQUES,pff_DOUBLETEAM,pff_DRIVEENDEVENT,pff_DRIVEENDFIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVESTARTEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DROPBACKDEPTH,pff_DROPBACKTYPE,pff_FIELDPOSITION,pff_FIRSTCONTACT,pff_FORCEDFUMBLE,pff_FUMBLE,pff_FUMBLERECOVERY,pff_GAINLOSS,pff_GUNNERS,pff_HANGTIME,pff_HASH,pff_HASHDEF,pff_HIT,pff_HURRY,pff_INCOMPLETIONTYPE,pff_INJURED,pff_INTERCEPTION,pff_KEYPLAYERS,pff_KICKCONTACT,pff_KICKDEPTH,pff_KICKDIRACTUAL,pff_KICKDIRINTENDED,pff_KICKER,pff_KICKRESULT,pff_KICKTYPE,pff_KICKWIDTH,pff_KICKZONE,pff_LBDEPTH,pff_MISSEDTACKLE,pff_MOFOCPLAYED,pff_MOFOCSHOWN,pff_NEGATIVEPFFGRADE,pff_OFFFORMATION,pff_OFFFORMATIONGROUP,pff_OFFODDITIES,pff_OFFPERSONNEL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNELSKILL,pff_OFFPLAYERS,pff_OFFPLAYERSRATINGS,pff_OFFSUBSTITUTIONS,pff_OFFSUCCESS,pff_OFFTEAM,pff_ONLOS,pff_OPERATIONTIME,pff_PASSBLOCKING,pff_PASSBREAKUP,pff_PASSCOVERAGE,pff_PASSCOVERAGE1,pff_PASSCOVERAGE2,pff_PASSCOVERAGEPLAYERS,pff_PASSDEPTH,pff_PASSDIRECTION,pff_PASSER,pff_PASSPATTERN,pff_PASSPATTERNBASIC,pff_PASSPATTERNBYPLAYER,pff_PASSRECEIVERPOSITIONTARGET,pff_PASSRECEIVERTARGET,pff_PASSRESULT,pff_PASSROUTETARGET,pff_PASSROUTETARGETGROUP,pff_PASSRUSHPLAYERS,pff_PASSRUSHRESULT,pff_PASSWIDTH,pff_PASSZONE,pff_PENALTY,pff_PISTOL,pff_PLAYACTIONFAKE,pff_PLAYENDFIELDPOSITION,pff_POAACTUAL,pff_POACHANGEREASON,pff_POAINTENDED,pff_POSITIVEPFFGRADE,pff_PRESS,pff_PRESSUREDETAIL,pff_PUMPFAKE,pff_PUNTRUSH,pff_PURSUIT,pff_QB,pff_QBMOVEDOFFSPOT,pff_QBPRESSURE,pff_QBPRESSUREALLOWED,pff_QBRESET,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RETDIRECTIONINTENDED,pff_RETURNDIRECTION,pff_RETURNER,pff_RUNCONCEPT3,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_RUNPASS,pff_SACK,pff_SCOREDIFFERENTIAL,pff_SHIFTMOTION,pff_SHOTGUN,pff_SPECIALTEAMSTYPE,pff_STOP,pff_STSAFETIES,pff_TACKLE,pff_TACKLEASSIST,pff_TEALIGNMENT,pff_TOUCHDOWN,pff_UNBLOCKEDPRESSURE,pff_VISE,pff_WRALIGNMENT,pff_PLAYCLOCK,pff_RUNPASSOPTION
2531255,9341,9/9/2018,2018,1,57571,36,1,0,15:00,0,NULL,0,0,0,NULL,NULL,30,0,NULL,57,0,0,0,0,0,NULL,0,NULL,27,0,0,NULL,1,0,NULL,NULL,0,0,NULL,NULL,0,TEN 15,,,,,,,5-May,,MIA 07 (PK); MIA 16 (R5); MIA 22 (R1); MIA 24 (L5); MIA 28 (L1); MIA 29 (L2); MIA 34 (R4); MIA 35 (R2); MIA 38 (L4); MIA 44 (R3); MIA 59 (L3),MIA 07 (-0.5); MIA 16 (0.0); MIA 22 (+0.5); MIA 24 (0.0); MIA 28 (0.0); MIA 29 (0.0); MIA 34 (0.0); MIA 35 (-0.5); MIA 38 (0.0); MIA 44 (0.0); MIA 59 (0.0),,,MIA,0,,,MIA 34 (R4); MIA 44 (R3); TEN 29 (LF1); TEN 36 (RF4); TEN 53 (LF3); TEN 81 (LF2),,,NULL,,,,,-35,,,,,57,,3.91,C,C,,,,,,MIA 07 (PK); MIA 22 (R1); MIA 35 (R2); TEN 15 (KR); TEN 55 (RF2); TEN 88 (RB),,57,C,C,MIA 07,RETURNED,D,39,5R,,,,,MIA 07; MIA 35,,8-0-2,,,,,TEN 15 (KR); TEN 29 (LF1); TEN 32 (LB); TEN 36 (RF4); TEN 41 (LF4); TEN 51 (RF1); TEN 52 (RF3); TEN 53 (LF3); TEN 55 (RF2); TEN 81 (LF2); TEN 88 (RB),TEN 15 (+0.5); TEN 29 (0.0); TEN 32 (0.0); TEN 36 (0.0); TEN 41 (0.0); TEN 51 (0.0); TEN 52 (0.0); TEN 53 (0.0); TEN 55 (0.0); TEN 81 (0.0); TEN 88 (+0.5),,,TEN,,NULL,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,TEN 15; TEN 88; MIA 22,,,0,,,,,,,,,,,,,L,L,TEN 15,,,,,,0,,,KICKOFF,,2; MIA 22 (R1); MIA 28 (L1),MIA 22,,,,,,,2,0
2531289,9341,9/9/2018,2018,1,57571,58,1,1,14:52,0,NULL,0,0,0,1,1,2,0,NULL,NULL,0,0,0,0,1,NULL,0,2531255,NULL,0,0,NULL,2,0,NULL,NULL,0,0,NULL,2,0,TEN 22,8; MIA 28 (44); MIA 47 (16); MIA 52 (22); MIA 55 (32); MIA 56 (29); MIA 91 (05); MIA 93 (15); MIA 94 (40),,,,,LCB (0); SCBL (5); FS (15),LEO (05); LE (15); LILB (16); MLB (22); RE (29); RLB (32); REO (40); RLB (44),4/3/2004,MIA 20 (SCBL); MIA 22 (FS); MIA 25 (LCB); MIA 28 (RLB); MIA 47 (LILB); MIA 52 (MLB); MIA 55 (RLB); MIA 56 (RE); MIA 91 (LEO); MIA 93 (LE); MIA 94 (REO),MIA 20 (0.0); MIA 22 (0.0); MIA 25 (0.0); MIA 28 (0.0); MIA 47 (0.0); MIA 52 (0.0); MIA 55 (0.0); MIA 56 (+0.5); MIA 91 (0.0); MIA 93 (0.0); MIA 94 (+0.5),DRIVE START,1G,MIA,10,,LEO (05); LE (15); RE (29); REO (40),,FIELD GOAL,28,8,KICKOFF - RETURN,-35,,,-35,MIA 94,,,,2,,NULL,L,R,,,,,,TEN 60 (C); TEN 64 (RG); TEN 77 (LT); MIA 52 (MLB); MIA 56 (RE); MIA 93 (LE); MIA 94 (REO),,,,,,,,,,LILB (6); MLB (1); RLB (4); RLB (5),,C,C,TEN 77,TE-oL; TE-iL^; HB; SRWR; RWR^,2x2,,2-0-1-2,12,TEN 19; TEN 22; TEN 81; TEN 82; TEN 84,TEN 08 (QB); TEN 19 (RWR); TEN 22 (HB); TEN 60 (C); TEN 64 (RG); TEN 67 (LG); TEN 71 (RT); TEN 77 (LT); TEN 81 (TE-iL); TEN 82 (TE-oL); TEN 84 (SRWR),TEN 08 (0.0); TEN 19 (0.0); TEN 22 (0.0); TEN 60 (0.0); TEN 64 (0.0); TEN 67 (0.0); TEN 71 (0.0); TEN 77 (-0.5); TEN 81 (0.0); TEN 82 (0.0); TEN 84 (0.0),DRIVE START,3R,TEN,TEN 19; TEN 81,NULL,,,,,,,,,,,,,,,,,,,,,,,P,,-37,MR,,MR,MIA 56; MIA 94,MIA 25 > TEN 19,,0,,,TEN 08,,,,,,HB,HB (-7),R,1; TEN 22 (HB),,,,,INSIDE ZONE,READ OPTION,R,,0,TEN 82* (L:Rx>R:Lx),S,,MIA 94,,MIA 94,MIA 56,L;L,,,,SRWR(+6.5); RWR^(+16.5),4,0
2531312,9341,9/9/2018,2018,1,57571,79,1,2,14:29,0,1,0,0,0,1,2,8,0,NULL,NULL,1,0,0,0,0,NULL,0,2531289,NULL,0,0,NULL,3,0,NULL,1.8,0,0,3,2,0,TEN 82,7; MIA 47 (11); MIA 52 (19); MIA 55 (28); MIA 56 (29); MIA 91 (09); MIA 93 (18); MIA 94 (33),,L,,TEN 81,SSR (9); LCB (6); FSL (10); RCB (7),LEO (09); LLB (11); DLT (18); LILB (19); RILB (28); RE (29); REO (33); SSR (34),4/3/2004,MIA 20 (FSL); MIA 22 (SSR); MIA 25 (LCB); MIA 28 (RCB); MIA 47 (LLB); MIA 52 (LILB); MIA 55 (RILB); MIA 56 (RE); MIA 91 (LEO); MIA 93 (DLT); MIA 94 (REO),MIA 20 (0.0); MIA 22 (0.0); MIA 25 (0.0); MIA 28 (0.0); MIA 47 (0.0); MIA 52 (0.0); MIA 55 (-0.5); MIA 56 (0.0); MIA 91 (0.0); MIA 93 (0.0); MIA 94 (0.0),,3R,MIA,8,,LEO (09); DLT (18); RE (29); REO (33),,FIELD GOAL,28,8,KICKOFF - RETURN,-35,7,SD,-37,MIA 55,,,,8,,NULL,C,C,,,,,,TEN 82 (TE-L); MIA 55 (RILB),,,,,,,,,,LLB (5); LILB (5); RILB (4),,O,O,MIA 55,LWR^; TE-L; HB; TE-R; RWR^,2x2,,2-0-1-2,12,TEN 19; TEN 22; TEN 81; TEN 82; TEN 84,TEN 08 (QB); TEN 19 (LWR); TEN 22 (HB); TEN 60 (C); TEN 64 (RG); TEN 67 (LG); TEN 71 (RT); TEN 77 (LT); TEN 81 (TE-R); TEN 82 (TE-L); TEN 84 (RWR),TEN 08 (0.0); TEN 19 (0.0); TEN 22 (0.0); TEN 60 (0.0); TEN 64 (0.0); TEN 67 (0.0); TEN 71 (0.0); TEN 77 (0.0); TEN 81 (0.0); TEN 82 (+0.5); TEN 84 (0.0),,1G,TEN,TEN 19; TEN 84,NULL,5; TEN 60 (C); TEN 64 (RG); TEN 67 (LG); TEN 71 (RT); TEN 77 (LT),,4,MIA 55,,7; MIA 20; MIA 22; MIA 25; MIA 28; MIA 47; MIA 52; MIA 55,5,L,TEN 08 (QB),LWR 7(12); TE-L 3(4); HB h2(-9); TE-R c6(3); RWR 4(11),7; 3; H2; 6; 4,TEN 19 7(12); TEN 82 3(4); TEN 22 h2(-9); TEN 81 c6(3); TEN 84 4(11),TE-L,TEN 82,COMPLETE,3(4),3R,4; MIA 56 (RE); MIA 91 (LEO); MIA 93 (DLT); MIA 94 (REO),,7,2L,,,,-45,,,,TEN 82,,,0,,,TEN 08,0,,,0,,HB,HB (-7),,1; TEN 22 (HB),,,,,,,P,,0,,,,,,MIA 55,,L;R,,,,LWR^(-10.5); RWR^(+7.5),22,0
2531321,9341,9/9/2018,2018,1,57571,107,1,1,13:47,0,NULL,0,0,0,1,3,1,0,NULL,NULL,1,0,0,0,0,NULL,0,2531312,NULL,0,0,NULL,4,0,NULL,NULL,0,0,NULL,0,0,TEN 22,7; MIA 22 (08); MIA 47 (29); MIA 52 (19); MIA 56 (25); MIA 91 (07); MIA 93 (15); MIA 94 (35),TEN 18; TEN 84,,,,LCB (6); SCBL (1); FS (16); RCB (5),LEO (07); LLB (08); LE (15); LILB (19); DRT (25); RLB (29); REO (35),4/2/2005,MIA 20 (FS); MIA 22 (LLB); MIA 25 (LCB); MIA 28 (RCB); MIA 29 (SCBL); MIA 47 (RLB); MIA 52 (LILB); MIA 56 (DRT); MIA 91 (LEO); MIA 93 (LE); MIA 94 (REO),MIA 20 (0.0); MIA 22 (0.0); MIA 25 (0.0); MIA 28 (0.0); MIA 29 (0.0); MIA 47 (0.0); MIA 52 (0.0); MIA 56 (0.0); MIA 91 (0.0); MIA 93 (+0.5); MIA 94 (0.0),MIA 29,1G,MIA,10,,LEO (07); LE (15); DRT (25); REO (35),,FIELD GOAL,28,8,KICKOFF - RETURN,-35,,,-45,MIA 22,,,,1,,NULL,L,R,,,,,,TEN 60 (C); TEN 71 (RT); TEN 84 (RWR); MIA 22 (LLB); MIA 29 (SCBL); MIA 56 (DRT); MIA 93 (LE),,,,,,,,,,LLB (4); LILB (4); RLB (5),,C,C,TEN 71,LWR^; HB; TE-R; SRWR^; RWR,1x3,,3-0-1-1,11,TEN 18; TEN 19; TEN 22; TEN 82; TEN 84,TEN 08 (QB); TEN 18 (SRWR); TEN 19 (LWR); TEN 22 (HB); TEN 60 (C); TEN 64 (RG); TEN 67 (LG); TEN 71 (RT); TEN 77 (LT); TEN 82 (TE-R); TEN 84 (RWR),TEN 08 (0.0); TEN 18 (0.0); TEN 19 (0.0); TEN 22 (0.0); TEN 60 (0.0); TEN 64 (0.0); TEN 67 (0.0); TEN 71 (-0.5); TEN 77 (0.0); TEN 82 (0.0); TEN 84 (0.0),TEN 18,3R,TEN,TEN 18; TEN 19,NULL,,,,,,,,,,,,,,,,,,,,,,,,,-46,RT,,RT,MIA 93,MIA 29 > TEN 18,,0,,,TEN 08,,,,,,HB,HB (-7),L,1; TEN 22 (HB),,,,,OUTSIDE ZONE,,R,,0,,,,MIA 22,,MIA 22,,R,,,,LWR^(-11.5); SRWR^(+3.5); RWR(+4.5),8,0
2531334,9341,9/9/2018,2018,1,57571,128,1,2,13:03,0,NULL,0,0,0,1,4,3,0,NULL,NULL,0,0,0,0,1,NULL,0,2531321,NULL,0,0,NULL,5,0,NULL,NULL,0,0,NULL,2,0,TEN 22,9; MIA 22 (08); MIA 25 (00); MIA 47 (31); MIA 50 (35); MIA 52 (20); MIA 55 (12); MIA 56 (25); MIA 91 (04); MIA 93 (15),,,,,FS (17); RCB (0),LLB (00); LEO (04); LOLB (08); LLB (12); LE (15); LILB (20); DRT (25); RLB (31); REO (35),4/3/2004,MIA 20 (FS); MIA 22 (LOLB); MIA 25 (LLB); MIA 28 (RCB); MIA 47 (RLB); MIA 50 (REO); MIA 52 (LILB); MIA 55 (LLB); MIA 56 (DRT); MIA 91 (LEO); MIA 93 (LE),MIA 20 (0.0); MIA 22 (0.0); MIA 25 (0.0); MIA 28 (0.0); MIA 47 (0.0); MIA 50 (0.0); MIA 52 (0.0); MIA 55 (+0.5); MIA 56 (-0.5); MIA 91 (0.0); MIA 93 (0.0),MIA 50; MIA 55,1G,MIA,9,,LEO (04); LE (15); DRT (25); REO (35),,FIELD GOAL,28,8,KICKOFF - RETURN,-35,,,-46,MIA 55,,,,3,,NULL,L,R,,,,,,TEN 60 (C); TEN 67 (LG); MIA 52 (LILB); MIA 55 (LLB); MIA 56 (DRT),,,,,,,,,,LLB (4); LOLB (0); LLB (3); LILB (4); RLB (4),,C,C,MIA 56,LWR^; HB; FB-R; TE-iR; TE-oR^,1x2,WR>TE-iR; TE>FB-R,2-0-1-2,12,TEN 19; TEN 22; TEN 81; TEN 84; TEN 88,TEN 08 (QB); TEN 19 (LWR); TEN 22 (HB); TEN 60 (C); TEN 64 (RG); TEN 67 (LG); TEN 71 (RT); TEN 77 (LT); TEN 81 (TE-oR); TEN 84 (TE-iR); TEN 88 (FB-R),TEN 08 (0.0); TEN 19 (0.0); TEN 22 (0.0); TEN 60 (0.0); TEN 64 (0.0); TEN 67 (+0.5); TEN 71 (0.0); TEN 77 (0.0); TEN 81 (0.0); TEN 84 (0.0); TEN 88 (0.0),TEN 81; TEN 88,3R,TEN,TEN 19; TEN 81,NULL,,,,,,,,,,,,,,,,,,,,,,,P,,-49,LG,,LG,TEN 67; MIA 55,MIA 28 > TEN 19,,0,,,TEN 08,,,,,,HB; FB-R,HB (-7); FB-R (-4),R,2; TEN 22 (HB); TEN 88 (FB-R),,,,,INSIDE ZONE,READ OPTION;SPLIT,R,,0,TEN 81 (L:Rx); TEN 84* (R:L{R}); TEN 88 (L:B),S,,MIA 55,,MIA 55,,R;R,,,,LWR^(-17.5),1,0
2531340,9341,9/9/2018,2018,1,57571,149,1,3,12:22,0,1,0,0,0,1,5,17,0,NULL,NULL,0,0,0,0,0,NULL,0,2531334,NULL,0,0,NULL,6,1,NULL,2.6,0,0,2,2,0,TEN 84,5; MIA 47 (22); MIA 90 (19); MIA 91 (07); MIA 94 (35); MIA 95 (11),TEN 18; TEN 82; TEN 84,R,,,LCB (7); SCBoL (2); SCBiL (5); FSL (16); FSR (11); RCB (1),LEO (07); LEO (11); DLT (19); MLB (22); REO (35),4/2/2005,MIA 20 (FSR); MIA 22 (FSL); MIA 25 (LCB); MIA 28 (RCB); MIA 29 (SCBoL); MIA 47 (MLB); MIA 52 (SCBiL); MIA 90 (DLT); MIA 91 (LEO); MIA 94 (REO); MIA 95 (LEO),MIA 20 (0.0); MIA 22 (0.0); MIA 25 (-0.5); MIA 28 (0.0); MIA 29 (0.0); MIA 47 (0.0); MIA 52 (-0.5); MIA 90 (0.0); MIA 91 (0.0); MIA 94 (0.0); MIA 95 (0.0),MIA 29; MIA 90; MIA 94; MIA 95,3R,MIA,6,,LEO (07); LEO (11); DLT (19); REO (35),,FIELD GOAL,28,8,KICKOFF - RETURN,-35,8,SD,-49,MIA 25,,,,17,,NULL,L,R,,,,,,TEN 08 (QB); TEN 84 (RWR); MIA 25 (LCB); MIA 52 (SCBiL),,,,,,,,,,MLB (6),,C,C,MIA 25; MIA 52,LWR^; HB-L; SRiWR; SRoWR^; RWR,1x3,TE>SRiWR,3-0-1-1,11,TEN 18; TEN 19; TEN 33; TEN 82; TEN 84,TEN 08 (QB); TEN 18 (SRoWR); TEN 19 (LWR); TEN 33 (HB-L); TEN 60 (C); TEN 64 (RG); TEN 67 (LG); TEN 71 (RT); TEN 77 (LT); TEN 82 (SRiWR); TEN 84 (RWR),TEN 08 (+0.5); TEN 18 (0.0); TEN 19 (0.0); TEN 33 (0.0); TEN 60 (0.0); TEN 64 (0.0); TEN 67 (0.0); TEN 71 (0.0); TEN 77 (0.0); TEN 82 (0.0); TEN 84 (+0.5),TEN 18; TEN 33; TEN 82,1G,TEN,TEN 18; TEN 19,NULL,5; TEN 60 (C); TEN 64 (RG); TEN 67 (LG); TEN 71 (RT); TEN 77 (LT),,3,MIA 25,MIA 52,7; MIA 20; MIA 22; MIA 25; MIA 28; MIA 29; MIA 47; MIA 52,15,M,TEN 08 (QB),LWR 5o(17); HB-L h3(-6); SRiWR 6(5); SRoWR x6(5); RWR 4(13),5; H3; 6; X; 4,TEN 19 5o(17); TEN 33 h3(-6); TEN 82 6(5); TEN 18 x6(5); TEN 84 4(13),RWR,TEN 84,COMPLETE,4(13),4R,4; MIA 90 (DLT); MIA 91 (LEO); MIA 94 (REO); MIA 95 (LEO),,26,4,,,,34,,,,TEN 08; TEN 84,MIA 28 > TEN 19,,0,,,TEN 08,0,,,0,,HB-L,HB-L (-4),,1; TEN 33 (HB-L),,,,,,,P,,0,TEN 82* (R:L{R}),S,,,,MIA 25,,,,,,LWR^(-17.5); SRiWR(+2.5); SRoWR^(+3.5); RWR(+5.5),4,0
2531353,9341,9/9/2018,2018,1,57571,173,1,1,11:37,0,NULL,0,0,0,1,6,5,0,NULL,NULL,0,0,0,0,0,NULL,0,2531340,NULL,0,0,NULL,7,0,NULL,NULL,0,0,NULL,8,0,TEN 22,7; MIA 22 (03); MIA 47 (07); MIA 52 (24); MIA 90 (15); MIA 94 (38); MIA 96 (21); MIA 97 (29),,,,,LCB (5); FS (16); SCBR (1); RCB (5),LOLB (03); LOLB (07); LE (15); NLT (21); RILB (24); RE (29); REO (38),4/2/2005,MIA 20 (FS); MIA 22 (LOLB); MIA 25 (LCB); MIA 28 (RCB); MIA 29 (SCBR); MIA 47 (LOLB); MIA 52 (RILB); MIA 90 (LE); MIA 94 (REO); MIA 96 (NLT); MIA 97 (RE),MIA 20 (0.0); MIA 22 (0.0); MIA 25 (0.0); MIA 28 (0.0); MIA 29 (0.0); MIA 47 (0.0); MIA 52 (0.0); MIA 90 (0.0); MIA 94 (0.0); MIA 96 (0.0); MIA 97 (-0.5),MIA 96; MIA 97,2A,MIA,10,,LE (15); NLT (21); RE (29); REO (38),,FIELD GOAL,28,8,KICKOFF - RETURN,-35,,,34,MIA 94,,,,5,,NULL,C,C,,,,,,TEN 22 (HB); TEN 67 (LG); TEN 84 (SLWR); MIA 29 (SCBR); MIA 97 (RE),,,,,,,,,,LOLB (0); LOLB (0); RILB (4),,C,C,MIA 97,LWR^; SLWR; HB; TE-R; RWR^,2x2,,3-0-1-1,11,TEN 18; TEN 19; TEN 22; TEN 81; TEN 84,TEN 08 (QB); TEN 18 (RWR); TEN 19 (LWR); TEN 22 (HB); TEN 60 (C); TEN 64 (RG); TEN 67 (LG); TEN 71 (RT); TEN 77 (LT); TEN 81 (TE-R); TEN 84 (SLWR),TEN 08 (0.0); TEN 18 (0.0); TEN 19 (0.0); TEN 22 (+0.5); TEN 60 (0.0); TEN 64 (0.0); TEN 67 (+0.5); TEN 71 (0.0); TEN 77 (0.0); TEN 81 (0.0); TEN 84 (0.0),TEN 22; TEN 81,2A,TEN,TEN 18; TEN 19,NULL,,,,,,,,,,,,,,,,,,,,,,,,,29,LG,,LG,TEN 22; TEN 67,MIA 29 > TEN 84,,0,,,TEN 08,,,,,,HB,HB (-7),L,1; TEN 22 (HB),,,,,OUTSIDE ZONE,,R,,0,TEN 84* (R:Lx),,,,,MIA 29,,R,,,,LWR^(-11.5); SLWR(-7.5); RWR^(+6.5),2,0
2531369,9341,9/9/2018,2018,1,57571,194,1,2,11:11,0,1,0,0,0,1,7,1,0,NULL,NULL,1,0,0,0,0,NULL,1,2531353,NULL,0,0,NULL,8,0,2.1,2.3,0,0,3,2,0,TEN 84,7; MIA 22 (08); MIA 47 (31); MIA 50 (35); MIA 52 (15); MIA 90 (11); MIA 96 (16); MIA 97 (25),TEN 18; TEN 84,L,TEN 81,,LCB (5); SCBL (1); FS (12); RCB (5),LLB (08); LEO (11); LLB (15); DLT (16); DRT (25); RLB (31); REO (35),4/2/2005,MIA 20 (FS); MIA 22 (LLB); MIA 25 (LCB); MIA 28 (RCB); MIA 29 (SCBL); MIA 47 (RLB); MIA 50 (REO); MIA 52 (LLB); MIA 90 (LEO); MIA 96 (DLT); MIA 97 (DRT),MIA 20 (0.0); MIA 22 (0.0); MIA 25 (0.0); MIA 28 (0.0); MIA 29 (+0.5); MIA 47 (0.0); MIA 50 (0.0); MIA 52 (0.0); MIA 90 (0.0); MIA 96 (0.0); MIA 97 (0.0),MIA 50,1G,MIA,5,,LEO (11); DLT (16); DRT (25); REO (35),,FIELD GOAL,28,8,KICKOFF - RETURN,-35,,RR,29,MIA 29,,,,1,,NULL,L,R,,MIA 90,,,,TEN 84 (RWR); MIA 29 (SCBL); MIA 90 (LEO),,,,,,,,,,LLB (5); LLB (4); RLB (4),,C,C,,LWR^; HB; TE-R; SRWR^; RWR,1x3,,3-0-1-1,11,TEN 18; TEN 19; TEN 22; TEN 81; TEN 84,TEN 08 (QB); TEN 18 (SRWR); TEN 19 (LWR); TEN 22 (HB); TEN 60 (C); TEN 64 (RG); TEN 67 (LG); TEN 71 (RT); TEN 77 (LT); TEN 81 (TE-R); TEN 84 (RWR),TEN 08 (0.0); TEN 18 (0.0); TEN 19 (0.0); TEN 22 (0.0); TEN 60 (0.0); TEN 64 (0.0); TEN 67 (0.0); TEN 71 (0.0); TEN 77 (0.0); TEN 81 (0.0); TEN 84 (0.0),,3R,TEN,TEN 18; TEN 19,NULL,5; TEN 60 (C); TEN 64 (RG); TEN 67 (LG); TEN 71 (RT); TEN 77 (LT),,1,MIA 29,,7; MIA 20; MIA 22; MIA 25; MIA 28; MIA 29; MIA 47; MIA 52,-2,M,TEN 08 (QB),LWR xo(10); HB fl; TE-R k1; SRWR 7(12); RWR 21(0),X; -; 3; 7; 3,TEN 19 xo(10); TEN 22 fl; TEN 81 k1; TEN 18 7(12); TEN 84 21(0),RWR,TEN 84,COMPLETE,21(0),1R,4; MIA 50 (REO); MIA 90 (LEO); MIA 96 (DLT); MIA 97 (DRT),HURRY,36,5R,,,TEN 22,28,,,,MIA 29,MIA 29 > TEN 18,MIA 90 (U),0,,,TEN 08,0,MIA 90,,0,,HB,HB (-8),,1; TEN 22 (HB),,,,,,,P,,0,,,,MIA 29,,MIA 29,,R,,MIA 90 (R.E.D) LEO,,LWR^(-11.5); SRWR^(+3.5); RWR(+4.5),23,0
